,responses,targets,jitter,n1,n2,rt,pid,abs_time,time
0,down,higher,10,61,10,4.4789379998110235,14,1738137918,232.35669319983572
1,up,higher,9,99,85,5.4497088000644,14,1738137925,238.54584319982678
2,up,higher,10,11,32,0.8699526998680085,14,1738137926,240.15359029988758
3,up,higher,10,19,88,2.6551647998858243,14,1738137930,243.56326389987953
4,down,lower,10,9,2,5.349026500014588,14,1738137936,249.64745959988795
5,up,higher,10,67,50,1.0502730999141932,14,1738137937,251.44972609984688
6,down,higher,10,9,76,2.249561799922958,14,1738137940,254.43988529988565
7,up,lower,9,69,15,1.0426998001057655,14,1738137942,256.21394919999875
8,up,lower,8,39,74,3.3644490998703986,14,1738137946,260.3271317000035
9,down,higher,7,45,33,0.9731200998649001,14,1738137948,262.05309299984947
10,up,lower,6,10,85,0.8759242999367416,14,1738137950,263.670791399898
11,down,lower,5,43,15,1.381273799808696,14,1738137952,265.7995249000378
12,down,higher,5,27,95,1.110423999838531,14,1738137954,267.65449779992923
13,down,lower,4,79,69,5.859061200171709,14,1738137960,274.26194929983467
14,up,higher,4,40,61,0.7147603998892009,14,1738137962,275.722956399899
15,up,higher,4,47,17,0.6686571000609547,14,1738137963,277.1445543000009
16,down,lower,5,98,87,0.7563620000146329,14,1738137965,278.6359279998578
17,down,lower,5,86,80,0.9420644999481738,14,1738137966,280.3044261999894
18,down,higher,5,57,34,0.6460672998800874,14,1738137968,281.6952971999999
19,down,lower,4,49,63,1.6332990999799222,14,1738137970,284.0722155999392
20,up,higher,4,12,85,0.5940849001053721,14,1738137971,285.40698149986565
21,down,lower,4,95,60,0.4594263001345098,14,1738137973,286.6132517999504
22,down,lower,5,21,48,0.6276519999373704,14,1738137974,287.9835322999861
23,up,higher,5,51,48,1.5776795998681337,14,1738137976,290.2976956998464
24,down,lower,5,87,74,0.9410296999849379,14,1738137978,291.97740920004435
25,up,higher,6,27,0,0.5796250000130385,14,1738137979,293.28890419984236
26,up,higher,6,30,94,0.6779862998519093,14,1738137981,294.7135061000008
27,up,lower,6,49,27,0.6741553000174463,14,1738137982,296.12308289995417
28,up,higher,10,14,83,0.6093989000655711,14,1738137985,298.89359939983115
29,up,lower,10,42,59,1.4594240000005811,14,1738137987,301.09048029989935
30,up,higher,9,11,29,0.6826728000305593,14,1738137989,302.5162360998802
31,up,higher,9,71,30,0.46422030008397996,14,1738137990,303.7304044000339
32,up,higher,9,82,97,0.5594293000176549,14,1738137991,305.04088640003465
33,up,lower,10,98,53,0.48189610010012984,14,1738137992,306.2544096999336
34,up,higher,9,99,4,0.675263199955225,14,1738137994,307.6729693999514
35,up,higher,9,38,69,1.852995099965483,14,1738137996,310.2666513998993
36,up,higher,9,53,33,1.275235200067982,14,1738137998,312.2811093998607
37,up,higher,10,50,31,0.870392199838534,14,1738138000,313.89979519997723
38,up,higher,10,64,44,0.6255677998997271,14,1738138001,315.270033699926
39,up,higher,10,35,73,0.47018879977986217,14,1738138003,316.48212799988687
40,down,lower,10,65,6,1.0427826000377536,14,1738138004,318.26364180003293
41,up,higher,10,53,85,0.5995002998970449,14,1738138006,319.6097343999427
42,up,lower,10,98,21,0.7709194000344723,14,1738138007,321.12204109993763
43,up,lower,9,81,62,0.6462020000908524,14,1738138009,322.5055443998426
44,down,higher,8,42,58,2.359313099877909,14,1738138012,325.599773599999
45,down,higher,7,45,35,3.804544899845496,14,1738138016,330.14624539995566
46,up,lower,6,1,71,0.6643823999911547,14,1738138018,331.5532988999039
47,down,lower,5,38,8,1.1686511000152677,14,1738138019,333.45480649988167
48,down,lower,5,56,8,0.5082922000437975,14,1738138021,334.7068174998276
49,down,lower,5,82,31,5.2966253000777215,14,1738138027,340.75308669987135
50,up,higher,0,33,78,0.5637855001259595,14,1738138029,343.11910579982214
51,down,higher,1,83,41,0.691397299990058,14,1738138031,344.56263569998555
52,up,lower,0,67,24,0.7688752999529243,14,1738138032,346.06085669994354
