,responses,targets,jitter,n1,n2,rt,pid,abs_time,time
0,up,higher,0,98,85,2.559410249999985,321,1739955876,138.401719792
1,up,higher,1,5,64,3.33826395899996,321,1739955880,142.44565258300003
2,down,lower,2,16,79,1.1254964590000327,321,1739955882,144.27958120800002
3,up,lower,3,35,36,1.570266791999984,321,1739955884,146.55872650000003
4,up,higher,2,10,17,1.3705830420000211,321,1739955886,148.63367645800002
5,down,lower,2,49,27,1.0155241669999668,321,1739955888,150.354617792
6,down,lower,2,92,5,0.9091632089999848,321,1739955889,151.968562792
7,up,higher,3,43,55,1.5589244170000143,321,1739955892,154.232458167
8,down,lower,3,17,93,0.8650319160000208,321,1739955893,155.80250141700003
9,up,higher,3,56,38,0.8656382500000177,321,1739955895,157.37348575000004
10,down,higher,4,85,20,1.855106916000011,321,1739955897,159.93652350000002
11,down,lower,3,48,21,1.8961238750000007,321,1739955900,162.53748841700002
12,down,lower,3,4,7,1.7880574170000045,321,1739955903,165.03056266700003
13,up,higher,3,55,74,1.109734708000019,321,1739955904,166.845569833
14,down,lower,4,36,12,1.1863884169999892,321,1739955906,168.73740666700002
15,down,lower,4,69,29,1.7009235000000444,321,1739955909,171.14359112500006
16,down,lower,4,35,67,1.3462732499999674,321,1739955911,173.19461624999997
17,up,higher,5,44,57,1.0919622500000514,321,1739955912,174.995588667
18,down,lower,5,7,97,1.0531729169999835,321,1739955914,176.753658083
19,up,lower,5,35,31,1.2083867920000557,321,1739955916,178.66748700000005
20,down,lower,4,27,23,1.957857792000027,321,1739955919,181.33046050000007
21,down,lower,4,8,74,1.2366240420000167,321,1739955921,183.27251491699997
22,down,higher,4,2,53,2.0187147499999583,321,1739955923,185.996430583
23,down,lower,3,94,28,1.3464167910000242,321,1739955926,188.047486542
24,up,higher,3,37,16,3.6323297500000535,321,1739955930,192.38454258299998
25,down,lower,3,95,81,0.7771039169999767,321,1739955931,193.866606167
26,down,lower,10,65,9,1.688129291999985,321,1739955936,198.81254412500004
27,up,lower,10,85,10,0.6667826249999962,321,1739955938,200.18548462500007
28,up,higher,9,48,4,1.0518114999999852,321,1739955939,201.94558641700007
29,up,higher,9,47,82,1.6140102079999679,321,1739955942,204.2644765
30,down,higher,9,42,66,0.7828915000000052,321,1739955943,205.75252691700007
31,down,higher,8,33,40,0.7849863750000168,321,1739955945,207.24553670800003
32,down,higher,7,54,94,0.6785953339999651,321,1739955946,208.63255016699998
33,down,higher,6,67,89,1.0544144579999966,321,1739955948,210.39151137500005
34,up,higher,5,91,49,1.0155229169999984,321,1739955950,212.112469208
35,up,higher,5,20,49,1.9429722919999222,321,1739955952,214.76065270800007
36,up,higher,5,43,11,1.1727505000000065,321,1739955954,216.63849329200002
37,up,higher,6,77,32,0.7559082909999688,321,1739955956,218.09961391700006
38,down,lower,6,4,22,0.4708554159999494,321,1739955957,219.275561583
39,up,lower,6,15,36,0.8476535830000103,321,1739955958,220.82756391700002
40,down,lower,5,41,25,0.8439986659999477,321,1739955960,222.37643754199996
41,up,lower,5,17,50,1.179003167000019,321,1739955962,224.26047566700004
42,down,higher,4,65,29,3.012051374999942,321,1739955965,227.97945233300004
43,up,higher,3,6,93,1.4197600830000283,321,1739955968,230.10442899999998
44,up,higher,3,46,6,0.5344345830000066,321,1739955969,231.34357275000002
45,down,higher,3,55,87,1.0090284579999889,321,1739955971,233.05653404200007
