,responses,targets,jitter,n1,n2,rt,pid,abs_time,time
0,up,lower,10,97,59,0.9876986998133361,328,1740489023,164.35240519978106
1,down,higher,9,17,12,0.7404143996536732,328,1740489025,166.2591145997867
2,up,higher,8,38,69,3.3878373000770807,328,1740489029,170.40377540001646
3,up,lower,9,54,6,0.8285538000054657,328,1740489030,171.97038519987836
4,down,higher,8,8,92,0.6818918003700674,328,1740489032,173.38867759983987
5,up,higher,7,81,65,0.46144730038940907,328,1740489033,174.60267930012196
6,down,higher,7,14,4,0.8273459998890758,328,1740489035,176.1649462999776
7,down,lower,6,84,42,0.657215700019151,328,1740489036,177.5661271000281
8,down,higher,6,94,38,0.6454031001776457,328,1740489037,178.95191679988056
9,down,lower,5,17,37,1.0795979998074472,328,1740489039,180.7701173000969
10,up,higher,5,82,28,1.3328571999445558,328,1740489041,182.85257870005444
11,down,lower,5,2,28,0.8648326001130044,328,1740489043,184.45399529999122
12,up,higher,6,11,78,0.886582599952817,328,1740489044,186.07513079978526
13,down,higher,6,68,63,1.0382968997582793,328,1740489046,187.8622020999901
14,down,higher,5,11,45,2.820377300027758,328,1740489050,191.42499070009217
15,down,lower,4,86,19,0.702791300136596,328,1740489051,192.87322239996865
16,up,higher,4,71,8,0.819711699616164,328,1740489053,194.43889580015093
17,down,lower,4,58,30,0.6054825996980071,328,1740489054,195.80148919997737
18,up,higher,5,45,41,0.5523692001588643,328,1740489056,197.3672209000215
19,down,lower,5,91,61,0.5329315001145005,328,1740489057,198.63259920012206
20,down,higher,5,83,3,0.7460660999640822,328,1740489058,200.12323809973896
21,up,lower,10,99,63,3.1521054999902844,328,1740489064,205.7665479001589
22,down,lower,9,48,55,1.2758897999301553,328,1740489066,207.79129179986194
23,down,lower,10,49,85,2.0968142999336123,328,1740489069,210.62828229973093
24,up,higher,10,69,78,0.5165198999457061,328,1740489070,211.88225119980052
25,down,lower,10,62,25,0.6469996999949217,328,1740489072,213.27771360008046
26,up,lower,10,28,42,1.1683491002768278,328,1740489074,215.19040809990838
27,up,higher,9,79,39,1.1589132999069989,328,1740489075,217.09280909970403
28,up,higher,9,89,91,0.49366059992462397,328,1740489077,218.5879800999537
29,down,higher,9,61,23,1.2692404999397695,328,1740489079,220.599438900128
30,down,lower,8,23,79,0.6511059999465942,328,1740489080,221.99434949969873
31,down,higher,8,14,34,1.0586427003145218,328,1740489082,223.7813657000661
32,down,higher,7,8,80,0.8996862000785768,328,1740489084,225.43120499979705
33,down,lower,6,83,34,0.6624038000591099,328,1740489085,226.8477094997652
34,up,higher,6,45,29,0.6955120000056922,328,1740489087,228.2858409001492
35,down,lower,6,25,43,0.6843301998451352,328,1740489088,229.89897480001673
36,up,lower,7,2,38,0.4157499000430107,328,1740489089,231.05606909980997
37,up,higher,6,89,53,1.80288640037179,328,1740489092,233.59669939987361
38,up,lower,6,20,24,0.6908231996931136,328,1740489094,235.21925969980657
39,down,lower,5,7,76,0.6693752999417484,328,1740489095,236.63046129979193
40,up,higher,5,57,49,0.44666749984025955,328,1740489096,237.82444710005075
41,down,lower,5,61,7,0.6397069999948144,328,1740489098,239.2098254999146
42,up,higher,6,46,22,0.3759805001318455,328,1740489099,240.45868190005422
43,up,higher,6,18,88,1.9629028998315334,328,1740489102,243.17069720011204
44,down,higher,6,54,22,0.6343116001226008,328,1740489103,244.53939739987254
45,up,higher,0,83,98,0.8471262999810278,328,1740489106,247.68187930015847
46,down,higher,1,73,36,1.04764509992674,328,1740489108,249.4685677997768
47,up,higher,0,83,57,0.569892699830234,328,1740489109,250.76971939997748
48,down,higher,0,89,66,0.33805810008198023,328,1740489110,251.86590819992125
49,down,lower,0,88,81,0.5365263000130653,328,1740489111,253.14425319992006
50,down,lower,0,11,4,0.559024800080806,328,1740489113,254.44073299970478
51,down,lower,0,89,24,0.46412259992212057,328,1740489114,255.64904739987105
52,up,higher,1,42,0,5.591346099972725,328,1740489120,262.0879437001422
53,down,lower,1,53,64,0.521473300177604,328,1740489122,263.3568392000161
54,up,higher,1,59,91,0.45803510025143623,328,1740489123,264.5570562998764
55,down,lower,2,3,24,0.6682942002080381,328,1740489124,265.9667086000554
56,down,lower,2,91,79,0.5025749001652002,328,1740489126,267.4001977001317
57,up,higher,2,26,97,0.7722836001776159,328,1740489127,268.91687359986827
58,down,lower,3,23,15,1.3030036999844015,328,1740489129,270.96635610004887
59,down,lower,3,34,91,0.556480800267309,328,1740489131,272.26412479998544
60,up,lower,3,87,26,1.3502257000654936,328,1740489133,274.5059034000151
61,up,higher,2,9,7,0.6780944997444749,328,1740489134,275.91958229988813
62,down,lower,2,54,89,1.9338785000145435,328,1740489137,278.5969957001507
63,up,higher,2,22,87,0.7053145002573729,328,1740489138,280.04505519988015
64,down,higher,3,85,89,0.8440800001844764,328,1740489140,281.63474710006267
65,up,higher,2,69,8,0.42293549980968237,328,1740489141,282.7982222000137
66,down,lower,2,77,54,0.44995900010690093,328,1740489142,283.99017320014536
67,up,higher,2,16,83,0.6558469999581575,328,1740489144,285.37778900004923
68,up,higher,0,23,48,4.252224799711257,328,1740489151,292.30188009981066
69,up,higher,1,74,0,0.8897581999190152,328,1740489152,293.9275929997675
70,up,lower,2,35,34,2.3556058001704514,328,1740489155,297.03357770014554
71,down,lower,1,27,86,0.5523382998071611,328,1740489157,298.3382604997605
72,down,lower,1,17,72,4.342101099900901,328,1740489162,303.67859959974885
73,up,higher,1,45,40,0.4078321997076273,328,1740489163,304.8319657999091
74,down,higher,2,41,93,1.870948700234294,328,1740489166,307.441543799825
75,down,lower,1,74,69,0.5460183997638524,328,1740489167,308.7360076997429
76,down,lower,1,61,36,0.7022323999553919,328,1740489169,310.19069739989936
77,up,higher,1,64,39,0.498548099771142,328,1740489170,311.4293701997958
78,up,higher,2,50,0,1.730878199916333,328,1740489172,313.89470269996673
79,up,higher,2,74,99,0.6497894003987312,328,1740489174,315.2892196001485
80,down,lower,2,57,25,2.234620400238782,328,1740489177,318.275881299749
81,up,higher,3,47,7,0.6203501001000404,328,1740489178,319.63424409972504
82,up,higher,3,95,24,0.6560729998163879,328,1740489179,321.03333849972114
83,down,lower,3,24,50,0.5519273998215795,328,1740489181,322.3287877999246
84,down,lower,4,55,25,0.8724750997498631,328,1740489182,323.94348619971424
85,up,lower,4,37,29,0.8490271000191569,328,1740489184,325.5249087000266
86,down,higher,3,45,65,0.9642157000489533,328,1740489186,327.5060495999642
87,down,lower,2,13,92,1.764095100108534,328,1740489188,330.005797999911
88,down,lower,2,60,23,1.394946000073105,328,1740489190,332.1400142000057
89,up,lower,2,36,70,2.976649899967015,328,1740489194,335.85362539999187
90,up,higher,1,2,48,0.5990283000282943,328,1740489196,337.38797929976135
91,up,lower,1,36,92,1.9316468997858465,328,1740489198,340.0536368000321
92,down,lower,0,72,7,0.5669766999781132,328,1740489200,341.3538350998424
93,up,higher,0,7,0,0.4373993999324739,328,1740489201,342.53085839981213
94,up,higher,0,17,81,0.6097820997238159,328,1740489202,343.87850299989805
95,up,higher,0,69,31,2.389418799895793,328,1740489206,347.9936799998395
96,up,higher,1,82,47,1.402365599758923,328,1740489208,350.13936799997464
97,down,lower,2,76,18,1.340077199973166,328,1740489211,352.2300166999921
98,up,higher,3,62,26,2.5930162998847663,328,1740489214,355.810091199819
99,down,lower,4,81,10,0.7181534999981523,328,1740489216,357.27136129979044
100,up,higher,5,28,43,1.100221199914813,328,1740489217,359.12083379970863
101,down,lower,6,60,69,1.2445376003161073,328,1740489219,361.1235414999537
102,up,lower,7,73,21,0.9051236999221146,328,1740489221,362.77261789981276
103,down,lower,6,6,2,1.0973920999094844,328,1740489223,364.6154999998398
104,up,higher,6,62,21,0.9117576996795833,328,1740489225,366.2600672999397
105,up,lower,6,49,55,1.8009911999106407,328,1740489227,368.80005839979276
106,down,lower,5,28,8,0.9730797996744514,328,1740489229,370.8097707000561
107,up,lower,5,64,32,3.0871009998954833,328,1740489233,374.63214269978926
108,up,higher,4,5,49,5.8487173998728395,328,1740489240,381.51358569972217
109,down,lower,4,65,42,0.6570309000089765,328,1740489241,382.91623080009595
110,up,higher,4,80,76,0.3665396003052592,328,1740489242,384.0301506998949
111,up,lower,5,3,57,5.116329400334507,328,1740489248,389.898371799849
112,up,higher,4,56,47,0.4654835001565516,328,1740489249,391.1062475000508
113,down,lower,4,92,73,4.708586099557579,328,1740489255,396.8093281998299
114,up,higher,4,37,51,2.701507500372827,328,1740489259,400.5327225001529
115,up,lower,5,19,22,1.6691944003105164,328,1740489261,402.9496054998599
116,down,lower,4,99,76,0.5507077001966536,328,1740489263,404.2358178999275
117,up,higher,4,44,14,1.0249243997968733,328,1740489264,405.9913161001168
118,down,lower,4,83,10,0.7436105003580451,328,1740489266,407.47894890001044
119,up,higher,10,3,61,0.8191517000086606,328,1740489269,410.84182359976694
120,up,higher,10,35,68,0.7241970999166369,328,1740489271,412.30946649983525
121,up,higher,10,17,49,0.5262469002045691,328,1740489272,413.8181507997215
122,up,higher,10,39,95,0.5521213002502918,328,1740489273,415.1281666001305
123,down,higher,10,93,65,0.58414960000664,328,1740489275,416.45086460001767
124,down,lower,9,92,2,2.119200499728322,328,1740489278,419.31911339983344
125,up,lower,9,9,27,0.5551640000194311,328,1740489279,420.63636050000787
126,up,lower,8,56,52,0.721047000028193,328,1740489280,422.09957579988986
127,up,higher,7,99,62,0.6372587000951171,328,1740489282,423.4866956998594
128,up,higher,7,32,69,0.7816570000723004,328,1740489284,425.1801108997315
