,responses,targets,jitter,n1,n2,rt,pid,abs_time,time
0,up,lower,10,46,48,0.8464581249999981,317,1739626370,58.60161241700001
1,down,higher,9,37,5,0.7171695420000219,317,1739626372,60.02658124999999
2,up,lower,8,81,46,1.015272082999985,317,1739626374,61.74950974999999
3,down,lower,7,36,64,0.7582726249999894,317,1739626375,63.21552054200001
4,down,higher,8,57,67,0.5814549160000126,317,1739626376,64.50154633400001
5,up,lower,7,71,47,0.6566815420000012,317,1739626378,65.862562959
6,up,lower,6,89,83,1.4179759170000068,317,1739626380,67.98470045900001
7,down,lower,5,97,61,0.6253201250000018,317,1739626381,69.31759670899999
8,down,lower,5,25,88,0.6138514999999813,317,1739626382,70.63560741699999
9,up,lower,5,41,48,1.0332716249999976,317,1739626384,72.373463625
10,down,lower,4,58,72,0.5972217080000064,317,1739626386,73.678525834
11,up,higher,4,62,56,0.6135589579999987,317,1739626387,74.996456959
12,down,lower,4,6,70,2.5678466669999978,317,1739626390,78.268473167
13,up,higher,5,31,30,1.986591500000003,317,1739626393,80.95944895899999
14,down,lower,5,31,61,0.4192774580000105,317,1739626394,82.083503667
15,down,lower,5,86,74,0.6846862090000059,317,1739626395,83.47244441700002
16,down,higher,6,75,62,3.177108833000034,317,1739626399,87.353708375
17,up,lower,5,86,40,1.2958447500000148,317,1739626401,89.35444962499997
18,down,lower,4,59,29,0.5606065829999807,317,1739626402,90.619543792
19,up,lower,4,21,48,1.375430291999976,317,1739626405,92.69944570899997
20,down,higher,3,77,59,0.9321872090000056,317,1739626406,94.339607667
21,down,lower,2,94,87,0.8653903329999935,317,1739626408,95.91256737499998
22,up,higher,2,86,22,0.5455882080000265,317,1739626409,97.16257495899998
23,down,lower,2,18,32,0.6966978749999839,317,1739626410,98.56345704199998
24,down,lower,3,98,18,0.37668654200001583,317,1739626411,99.64450854199998
25,up,higher,3,41,89,1.31909991699996,317,1739626414,101.66742991699999
26,up,higher,3,18,48,0.5184812910000005,317,1739626415,102.89056679200002
27,up,higher,4,85,23,0.40249258399995824,317,1739626416,103.99757412499997
28,up,higher,4,6,3,2.1370952500000158,317,1739626419,106.838530209
29,down,lower,4,64,21,1.1987228749999872,317,1739626421,108.74143841699998
30,up,higher,5,55,54,0.5926613330000237,317,1739626422,110.03848599999998
31,down,higher,5,16,84,0.5319088749999992,317,1739626423,111.27455508399999
32,up,higher,0,41,62,0.8401123339999685,317,1739626427,114.77556537499999
33,up,higher,1,40,20,0.4496682079999914,317,1739626428,115.92948312499999
34,down,lower,2,27,56,0.6322659589999944,317,1739626429,117.265498084
35,down,lower,3,99,19,0.4526079999999979,317,1739626430,118.42249137499999
36,up,higher,4,57,46,0.5522128329999987,317,1739626432,119.67847479199997
37,up,higher,5,64,8,1.8896424590000152,317,1739626434,122.27245820899998
38,down,lower,6,1,86,0.9537064579999992,317,1739626436,123.93059241700001
39,down,lower,7,84,20,0.4533571659999893,317,1739626437,125.08854070899997
40,up,higher,8,20,42,0.6324726249999912,317,1739626438,126.42540862499999
41,down,higher,9,49,82,0.6859114169999998,317,1739626440,127.81539970900002
42,up,higher,8,8,14,0.49252912500003276,317,1739626441,129.01249124999998
43,down,higher,8,57,69,0.6000665830000003,317,1739626442,130.316496917
44,down,lower,7,88,88,0.4668546670000069,317,1739626443,131.48747541699998
45,down,higher,7,2,10,0.48577662500002816,317,1739626445,132.67746829200001
46,down,lower,6,81,75,0.5270310000000222,317,1739626446,133.908709542
47,down,lower,6,44,22,0.35672808399999667,317,1739626447,134.97050995900003
48,down,lower,6,63,31,0.46015420899999526,317,1739626448,136.13446870899998
49,up,higher,7,88,64,1.8346053750000237,317,1739626451,138.67343987499999
50,down,lower,7,41,1,1.602522208000039,317,1739626453,140.98043612499998
51,down,higher,7,8,73,1.7803545840000083,317,1739626455,143.46542529200002
52,up,lower,6,63,49,0.516579457999967,317,1739626457,144.68646324999997
53,down,higher,5,60,97,0.5659836250000012,317,1739626458,145.95648695900002
54,up,higher,4,39,0,0.4126993749999883,317,1739626459,147.07353779200002
55,up,higher,4,32,71,0.5256694169999605,317,1739626460,148.303511667
56,down,lower,4,72,6,0.4443658750000168,317,1739626461,149.45151162500002
57,down,lower,5,46,91,0.7902855420000492,317,1739626463,150.945586667
58,down,higher,5,90,33,2.227481917000034,317,1739626466,153.87744416700002
59,down,lower,4,63,38,1.3114106250000077,317,1739626468,155.89352020899997
60,down,lower,4,76,45,1.1612339580000253,317,1739626470,157.759465584
61,down,lower,4,72,85,0.5774221249999982,317,1739626471,159.04153454200002
62,down,lower,0,18,80,1.8727696659999538,317,1739626475,163.13352504199997
63,up,higher,1,42,63,1.2595397919999982,317,1739626477,165.09743891699998
64,down,lower,2,36,78,1.5297383749999653,317,1739626479,167.331452459
65,down,lower,3,19,8,1.3944157500000074,317,1739626481,169.43040054199997
66,down,lower,4,75,51,0.8746324169999866,317,1739626483,171.00947116700002
67,up,lower,5,20,79,0.857775375000017,317,1739626484,172.57148575000002
68,down,higher,4,42,9,2.1655665000000113,317,1739626487,175.44140145900002
